,name,ingredients,steps,loves,url,description,image
326,Orek tempe pedas manis,"1/2 papan tempe, potong kotak2--2 buah tahu kuning, potong kotak2--Minyak u. Menumis--1 buah gula merah, iris2--Garam--Bumbu penyedap (blh skip)--Bumbu halus :--3 bawang merah--2 bawang putih--2 Cabe merah uk. Besar--","Goreng tempe dan tahu hingga berwarna kecoklatan lalu angkat dan sisihkan--Tumis bumbu halus hingga harum lalu masukan gula merah yg diiris tadi aduk hingga merata lalu masukan garam--Terakhir masukan tempe dan tahu tadi aduk hingga merata dan sedikit menyusut, jangan lupa koreksi rasa lalu angkat--",7,/id/resep/4468903-orek-tempe-pedas-manis,"Dikulkas ada stok tempe n tahunya tinggal dikit dibuat lah eksekusi ini, simple buatnya dan Hasilnya enak seru dilidahhh",https://img-global.cpcdn.com/recipes/05ad279dfc82f016/680x482cq70/orek-tempe-pedas-manis-foto-resep-utama.jpg
327,Gurame tahu tauco,1 ekor gurame--1 buah tahu kotak--1 buah jeruk nipis--1 buah bawang bombay--3 siung bawang putih--1 jari jahe--3 buah cabe hijau besar buang biji--2 buah cabe merah besar--5 sdm tauco--Kecap asin--Kecap manis--Saos tiram--Minyak wijen--1 sdt Angciu--,Balurin gurame dgn jeruk nipis goreng--Goreng tahu kotak 2--Tumis bawang 2 ngan masukkan tauco--Masukkan kecap dll--Tambahkan sedikit air--Siap disajikan test rasa kurang asin tambah garam ya kl tauconya asin gak usah pake garam lg--,4,/id/resep/4472819-gurame-tahu-tauco,,https://img-global.cpcdn.com/recipes/3804a35fa9a2066b/680x482cq70/gurame-tahu-tauco-foto-resep-utama.jpg
328,Martabak Tahu Kulit Lumpia,12 Lembar Kulit Lumpia--4 Buah Tahu Putih--2 Batang Daun Bawang (Iris Halus)--1 Batang Daun Seledri (Iris Halus)--3 Butir Telur--1 Sdm Tepung Terigu + 2 Sdm Air (sebagai lem kulit lumpia)--Secukupnya Minyak Goreng untuk menggoreng--Bumbu Halus :--3 Buah Bawang Merah--2 Siung Bawang Putih--1/2 Bungkus Lada/ Merica Bubuk--Secukupnya Garam--Secukupnya Gula--,"Haluskan Tahu Putih, lalu campur semua bahan (kecuali kulit lumpia dan minyak), uji rasa sisihkan--Ambil 1 lembar kulit lumpia, beri 1 Sdm Adonan tahu di tengahnya, lalu lipat (seperti amplop) lipat dengan rapi, lalu beri lem disetiap sisinya. (lakukan bertahap hingga kulit dan adonan habis)--Panaskan minyak diatas wajan dengan api sedang cenderung kecil, goreng martabak hingga matang dan berubah warna, angkat dan tiriskan.--Martabak Tahu Kulit Lumpia siap dihidangkan.--Selamat mencoba guys, semoga bermanfaat 😁👌, salam Baking dari saya.--",70,/id/resep/4456750-martabak-tahu-kulit-lumpia,"Bang_@nto 220218

Edisi recook Resep rekan-rekan di aplikasi cookpad, sebagai ucapan terima kasih karena sudah berbagi ilmu dan pengalaman.
Cek :
https://cookpad.com/id/resep/3528304-martabak-tahu-kulit-lumpia-bantumantenbaru

Source : Mbak Widjie Astuti From Kutai Kartanegara, Kalimantan Timur.

Resep ini sangat simpel dan praktis tapi tidak mengurangi rasanya yang benar-benar wueeenek, Thanks Mbak Widjie buat resepnya, saya share ulang sasuai dengan resep asli yang ditulis dengan Mbak Widjie 😁👌, pokoknya rekomendasi buat dicoba",https://img-global.cpcdn.com/recipes/c436270735c50e88/680x482cq70/martabak-tahu-kulit-lumpia-foto-resep-utama.jpg
329,Ayam goreng krutuk,tepung terigu--Air matang--ayam (yg sudah direbus sebelumnya)--Garam--Gula/penyedap--Lada bubuk--1 butir telur ayam--Minyak goreng--,"Campur tepung terigu(kurang lebih 1/2 mangkuk kecil) dengan garam,gula/penyedap dan garam secukupnya. Tambahkan air matang sedikit demi sedikit hingga agak mengental. Koreksi rasa--Balur ayam yg telah direbus sebelumnya dengan 1 butir telur (yg sudah dikocok lepas), kemudian gulingkan dalam adonan tepung, sisihkan--Panaskan minyak goreng dengan api sedang, jika sudah panas masukan ayam yg sudah diberi adonan tepung, kecilkan api lalu masak hingga berwarna kecoklatan dan garing, angkat dan tiriskan.--Selamat menikmati 😀--",4,/id/resep/927515-ayam-goreng-krutuk,,https://img-global.cpcdn.com/recipes/d0f2f3f1ec01e2aa/680x482cq70/ayam-goreng-krutuk-foto-resep-utama.jpg
330,Sapo Tahu Ayam ala Mey👌,"1 bks Tofu--5-10 bh filet ayam--1 bh wortel, iris tipis menyerong--5 bh jagung muda, iris tipis menyerong--1/2 kuntum bunga kol, pisahkan jd kuntum2 kecil--5 lbr pakcoy, iris 4-5 bag/lbr--2 lbr daun kol, iris2--2 sdm saos tiram--3 sdm kecap asin--1-2 sdm Royco ayam--1,5 gls air--Pengental : 1/2 gls air + 1 sdm sagu--Bumbu halus :--7 bh bamer--4 bh baput--1 sdt lada halus--Minyak utk menumis--","Iris tofu, jgn terlalu tipis, nanti hancur, goreng..,sisihkan--Siapkan sayur2annya, cuci, iris2, sisihkan (ups: pakcoynya hampir kelupaan)--Tumis bumbu halus, dgn api kecil, hingga matang, masukkan filet ayam, aduk2 beri air, masak sampai mendidih--Masukkan irisan wortel, jagung & brokoli, aduk tutup, biarkan sayur2an lunak & matang--Beri saos tiram, kecap asin & Royco, aduk2--Masukkan pakcoy & kol, aduk2, terakhir masukkan pengental, aduk rata, koreksi rasa--Sayuran pindahkan kepiring/mangkok, tata tofu goreng diatasnya, siram dgn saosnya--Sajikan--Ini foto sapo tahu yg pertama sekali buat pagi tadi #dibuangsayang--",4,/id/resep/4473233-sapo-tahu-ayam-ala-mey%F0%9F%91%8C,"Hari ini 2x masak, tadi pagi buat bekal ayuk lala, porsi kecil, nah siangnya utk lauk makan siang, semuanya Ludes...👌👌👌  Alhamdulillah.😘😘😘. Senangnya gak sia2 usahaku...
Sayur2 yg dipakai menyesuaikan isi kulkas & favoritnya anak2, maklum aja anak2 suka pilih2 sayur, apalagi kak rafi...",https://img-global.cpcdn.com/recipes/7fd5af09edb43f4e/680x482cq70/sapo-tahu-ayam-ala-mey-foto-resep-utama.jpg
331,Kari Kambing,"500 gr daging kambing berlemak/iga kambing, potong sesuai selera--4 siung bawang merah, iris tipis--1 siung bawang putih, iris tipis--1 ruas jari lengkuas, geprek--1 rumpun daun kari--1 sdt asam jawa utuh--2 sdt bubuk kari--1 sdm cabe giling--2 buah pekak/bunga lawang--3 buah cengkeh--1 buah kayu manis--1 sdt kunyit bubuk--2 sdt gula merah sisir--Garam, penyedap (jika suka)--300 ml santan--500 ml air--","Tumis bawang merah, bawang putih, lengkuas, pekak/bunga lawang, cengkeh, kayu manis, daun kari, bubuk kunyit hingga harum dan kuning.--Lalu masukkan bubuk kari, cabe giling, asam jawa. Aduk sebentar kemudian masukkan daging kambing, masak hingga berubah warna.--Beri air 500 ml, tambahkan gula jawa, garam dan penyedap. Aduk sampai meresap lalu masukkan santan.--Kecilkan api sambil menunggu kuah kari mendidih, aduk sesekali, biarkan sampai kuah kari keluar minyak. Tes rasa. Jika kurang air bisa ditambah sesuai selera.--Sajikan dengan roti maryam libya super gampang 😁 resepnya bisa diliat di daftar resep saya.--Kali ini santan saya ganti dengan susu evaporated.. tetap maknyuuuss rasanya 👌😊--Susu evaporated--",1,/id/resep/4017202-kari-kambing,"Udah bolak balik nyoba macem2 resep kari kambing tapi ga ada yg cocok di lidah suami dan anak. Alhamdulillah dapet resep dari teman, orang Malaysia, suami dan anak2 cocok.",https://img-global.cpcdn.com/recipes/65baa94819bad93a/680x482cq70/kari-kambing-foto-resep-utama.jpg
332,Dadar telor ikan tongkol,1 ikan tongkol--2 butir telor--1 ikat daun bawang--1/2 sdt garam--,"Goreng ikan tongkol setengah matang lalu suwir²--Potong² bawang daun lalu campur semua kocok jadi satu dalam wadah--Goreng sesendok² klo dah kuning keemasan angkat lalu tiriskan, soap disajikan sebagai lauk sayur asem cucok banget--Bisa jg langsung digoreng jadi satu pas nanti dipotong² sesuai selera, selamat mencoba moms 😊--",2,/id/resep/4471290-dadar-telor-ikan-tongkol,"Bosen ikan tongkol digoreng akhirnya digoreng campur telor, terinspirasi dulu waktu masih kecil emak sering bikin ini saat masih Ada sisa ikan tongkol goreng kemaren",https://img-global.cpcdn.com/recipes/dd6d02ce0d67b3ad/680x482cq70/dadar-telor-ikan-tongkol-foto-resep-utama.jpg
333,Terik ayam tempe telor,4 sayap ayam--4 buah telor--1/2 papan tempe--Bumbu halus:--5 siung bawang merah--4 siung bawang putih--2 butir kemiri--1/2 sdm ketumbar--secukupnya Garam--Bumbu lain:--2 cm lengkuas--1 lembar daun salam--1 batang sereh--secukupnya Gula jawa--Bawang goreng--Minyak untuk menumis--1 bungkus santan kara--secukupnya Air--5 buah cabe rawit--,"Cuci sayap ayam kemudian sisihkan. Rebus telur dan kupas. Sisihkan. Potong tempe sesuai selera. Sisihkan.--Panaskan minyak langsung di dalam panci. Tumis sereh, daun salam, dan lengkuas. Setelah beberapa saat masukkan bumbu halus. Tumis sampai berbau harum. Kemudian masukkan air dan gula jawa dan cabe rawit. Jika air sudah mendidih, masukkan sayap ayam dan telor. Masukkan tempe belakangan. Tunggu beberapa saat sampai ayam empuk (karena pakai sayap ayam, jadi tidak begitu lama). Jika ayam sudah empuk masukkan santan kara. Tunggu beberapa saat. Sesuaikan rasa. Matikan api, dan taburkan bawang goreng.--Terik siap dinikmati dengan nasi hangat dan kerupun 😁--",6,/id/resep/4474066-terik-ayam-tempe-telor,"Biasanya bikin terik yang berwarna kuning, kali ini nyoba yang tak dikasih kunyit. Rasa tetep endes 😁",https://img-global.cpcdn.com/recipes/329d3523ee942c39/680x482cq70/terik-ayam-tempe-telor-foto-resep-utama.jpg
334,Perkedel Udang,1 kg kentang--3 telur ayam--Udang kupas sisakan buntutnya--1/2 sdm garam (boleh kurangi jika terlalu asin)--1/4 sdm royco ayam--1/2 sdm gula--1/4 sdm lada bubuk--1/4 sdm pala bubuk--Bahan pelapis--1 butir telur--secukupnya Tepung panir--,"Kupas kentang, goreng, lumatkan--Tambahkan telur dan semua bumbu kecuali bahan pelapis--Dgn menggunakan plastik ambil adonan 1 sdm dan selipkan udang di dalamnya(buntutnya keluarin ya)--Masukkan ke telur(kocok lepas) lalu gulingkan di tepung panir. Susun di loyang lalu oven +/- 30 menit (sesuaikan dengan oven masing2 ya)--Kenapa saya panggang di oven? Karena adonannya lembut bangettt.. kalau langsung goreng bisa juga tapi wajib kurangi telurnya ya..--Bisa langsung disantap atau pun bisa digoreng lagi supaya tambah gurih n garing renyah..--",3,/id/resep/4465551-perkedel-udang,,https://img-global.cpcdn.com/recipes/67c07183de6e900f/680x482cq70/perkedel-udang-foto-resep-utama.jpg
335,Sayur tulang kambing,1.5 kg tulang sumsum kambing(direbus dahulu)agar bau amis hilang--Kacang panjang--Pepaya muda--10 buah Cabe rawit--2 buah Cabe merah besar--2 buah Cabe hijau besar--5 bawang putih--5 bawang merah--2 miri--Garam--1 bungkus masako--1/2 sendok makan Gula putih--Minyak goreng--Irisan potongan bawang merah 5 siung--Irisan potongan bawang putih 5 siung--Santan kelapa--,"Haluskan bawang merah 5 siung dan 5 bawang putih beserta cabe rawit dan miri.--Panaskan kompor ksh sedikit minyak goreng, masukkan irisan cabe besar merah, hijau serta bawang putih dan merah sampai setengah matang--Lalu masukkan cabe,miri,bawang merah dan bwang putih yg telah di haluskan,tumis sampai matang--Masukkan sedikit air pada tumisan tadi...lalu masukkan sayuran beserta tulang sumsum kambing yg sudah di rebus tadi--Terakhir masukkan santan, garam, 1bungkus masako, gula putih..tunggu sampai mendidih aduh terus agar santannya tidak pecah.--Matikan kompor...sayur tulang kambing siap di hidangkan--",1,/id/resep/4458778-sayur-tulang-kambing,,https://img-global.cpcdn.com/recipes/f484a4b05bab5734/680x482cq70/sayur-tulang-kambing-foto-resep-utama.jpg
336,Sop kambing,1/2 kg daging kambing--2 bh wortel uk sedang (potong)--2 btg daun bawang (potong)--2 btg daun seledri (biarkan utuh)--1/2 buah tomat (potong2)--Bumbu :--2 siung bawang putih (iris tipis)--4 siung bawang merah (iris tipis)--1/3 buah biji pala (geprek)--2 cm kayu manis (geprek)--2 buah kapulaga putih--1/2 sdt lada bubuk--Kaldu sapi bubuk (royco)--secukupnya Garam--Pelengkap :--Bawang goreng--Jeruk nipis--Sambal--,"Masukan daging kambing tanpa dicuci kedalam air yg sdh mendidih. Rebus sampai keluar buih--Angkat dan ganti air nya dgn air yang baru. Lanjutkan merebus hingga daging lunak.lalu angkat daging dan potong2 sesuai selera.lalu masukan lagi kedalam panci--Sambil menunggu daging lunak, tumis duo bawang hingga harum--Masukan tumisan bawang kedalam panci. Tambahkan biji pala, kapulaga, kayu manis, lada bubuk. Lalu beri kaldu bubuk dan garam--Masukan juga wortel, jika wortel sdh empuk,,,,masukan daun bawang seledri dan tomat--Koreksi rasa--Untuk sambalnya,,,,rebus cabai rawit lalu uleg.--Hidangkan sop kambing bersama pelengkap bawang goreng, perasan jeruk nipis dan sambal--Selamat mencoba 😊😊--",7,/id/resep/4269099-sop-kambing,"Musim hujan gini enak nya makan sop yaa...apalagi sop kambing,,,,jd makin anget 😁 ok cuzzz kita buat..😊 dsni seledri nya sengaja dibiarkan utuh krn nanti nya akan dibuang. Karena seledri krg bagus kalo harus berkali2 dipanaskan",https://img-global.cpcdn.com/recipes/54e39b750820ba2d/680x482cq70/sop-kambing-foto-resep-utama.jpg
337,Tulang Ayam Pedas Manis,1/2 kg tulang ayam bersihkan lalu potong--5 bh cabe merah keriting--5 bh cabe rawit (tambah jika suka pedas)--4 butir bawang merah--2 butir bawang putih--1 ruas kunyit--2 lbr daun salam--1 lbr daun jeruk--1 btg sereh geprek--1 ruas jahe geprek--1 btr jeruk nipis--secukupnya kaldu bubuk--secukupnya gula pasir--secukupnya kecap manis--500 ml air untuk merebus tulang--minyak untuk menumis--,"Setelah tulang ayam di bersihkan dan di potong potong lumuri tulang dengan perasan jeruk nipis lalu biarkan--Siapkan bumbu yg akan di haluskan bwg merah, bwg putih, cabe, dan kunyit blender hingga halus--Siapkan air untuk merebus tulang tambahkan jahe yg sudah di geprek dan daun jeruk ungkep tulang hingga air menyusut--Tumis bumbu yg sudah di halus kan tambahkan air secukupnya dan daun salam juga sereh geprek, masukan tulang ayam, beri kaldu bubuk, gula pasir dan kecap manis secukupnya jgn lupa test rasanya dan biarkan tulang ayam hingga meresap--Setelah tulang ayam kuahnya agak sedikit meresap angkat lalu sajikan--Bisa untuk teman makan mie ayam lohh moms 😃--",3,/id/resep/4472409-tulang-ayam-pedas-manis,,https://img-global.cpcdn.com/recipes/80fee2326a3ced7f/680x482cq70/tulang-ayam-pedas-manis-foto-resep-utama.jpg
338,Tongseng Kambing Praktis,1/4 daging kambing--Bumbu gulai instan merk indofood--5-7 bawang merah iris--4-5 bawang putih iris--Secukupnya kecap manis--bungkus kecil Santan kara--Kol--Tomat--Daun bawang--Cabe rawit merah utuh--,"Masak daging hingga lunak ±1jam tiriskan, sisihkan kaldunya--Tumis bawang merah & bawang putihnya sampe kering baru tumis bumbu gulai instan--Masukkan daging aduk sebentar tambahkan air kaldunya beserta cabe rawit utuh agar ikut matang--Masukan kecap,icip rasa--Masukan santan--Kemudian masukkan kol,tomat & daun bawangnya--Tongseng kambing siap dihidangkan--",7,/id/resep/3857456-tongseng-kambing-praktis,Sisa daging kurban waktu itu..paling gampil dibikin tongseng praktis aja 😊,https://img-global.cpcdn.com/recipes/37f16a4577f1fed9/680x482cq70/tongseng-kambing-praktis-foto-resep-utama.jpg
339,Martabak telur udang,2 telur ayam--6 ekor udang (buang kulit lalu cincang halus)--4 lembar kulit lumpia--1/2 wortel (potong dadu)--1/4 Kol (iris tipis)--2 batang daun bawang (iris halus)--Bumbu halus:--2 bawang merah--4 bawang putih--1/2 sendok makan merica--Secukupnya garam--1/4 sendok makan royco--,Tumis bumbu halus hingga harum kemudian masukkan udang tumis hingga berubah warna--Masukkan daun bawang dan sayuran tumis hingga setengah matang--Jika sudah masukkan telur kemudian aduk kira kira selama 5 menit kemudian masukkan garam dan royco aduk rata dan icip rasa jika sudah angkat dan biarkan dingin--Jika sudah dingin tumisan dibungkus dengan kulit lumpia dan bisa direkatkan dengan putih telur agar tidak lepas saat digoreng--Goreng hingga kecoklatan dan siap disajikan--,1,/id/resep/4466927-martabak-telur-udang,Ceritanya lagi ngabisin sisa kulit lumpia di kulkas ,https://img-global.cpcdn.com/recipes/ea0e26c457cf183a/680x482cq70/martabak-telur-udang-foto-resep-utama.jpg
340,Oseng tempe buncis,"2 potong kecil tempe (dpotong dadu lalu goreng)--1 genggam buncis (potong2)--1 saset saos tiram--Kecap manis, masako ayam, air, secukupny--Minyak goreng untuk mnumis--2 lmbar daun salam--2 cm lengkuas--Bumbu iris :--1 bh bwang bombai--2 siung bwang ptih--5 siung bwang mrah--1 bh tomat--1 btng daun bwang--","Tumis bumbu iris, daun salam, lengkuas smp harum lalu masukan buncis smp agak layu masukan tempe, saos tiram,kecap manis, masako ayam, bwang bombai & air scukupny lalu cek rasa jika sdh pas matikan api dan sajikan.--",6,/id/resep/4466187-oseng-tempe-buncis,,https://img-global.cpcdn.com/recipes/649e65dd0b5c08ba/680x482cq70/oseng-tempe-buncis-foto-resep-utama.jpg
341,Sarden homemade simple,"6 buah ikan sarden ukuran sedang--2 buah tomat ukuran sedang--4 btr bwg merah--2 siung bwg putih--1 sdm saos sambal/tomat--1 buah jeruk nipis--Garam, gula--Secukup ny Penyedap--Tambahkan cabai jika ingin pedas--","Cuci bersih ikan sarden, lalu buang kepalanya,kmudian kucuri dgn air jeruk nipis agar tdk amis, diam kan sebentar--Iris semua bumbu, lalu tumis sebentar. Potong2 tomat, masukakan jika bumbu sudah layu.--Aduk2 lalu tambah kan air, saos garam gula dan penyedap. Jika sudah mendidih masukkan ikan sarden. Jangan di aduk2 terus agar ikan tidak hancur. Aduk jika ingin membalik ikan nya saja, tes rasa.--Biarkan hingga air menyusut dan ikan di rasa cukup matang, kuah ny jgn terlalu banyak--Angkat dan sajikan.--",6,/id/resep/4466346-sarden-homemade-simple,"Makanan favorit suami bgt nih....  Sprti ny d pasar mulai musim ikan sarden,  jd kpikiran pngen bkin sarden sendiri..dan sekilo ikan sarden tu harga ny murah bgtttt ngett,  drpd beli yg kalengan terus 😂😂😂 
Ternyata rasanya jg g kalah sama sarden buatan pabrik. Berhasil.. 
Dan nilai + nya,  suami sangat menyukai nya... Yessss",https://img-global.cpcdn.com/recipes/511fdce068893af3/680x482cq70/sarden-homemade-simple-foto-resep-utama.jpg
342,Balado Tongkol & Tahu,1 buah ikan tongkol sedang (iris menjadi 10 Bagian)--5 buah tahu ukuran lecil--2 lembar daun jeruk--secukupnya Gula & garam--Bumbu halus :--5 buah bawang merah--2 buah bawang putih--10 Cabe Merah--5 cabe rawit--1 buah tomat--1 buah Gula merah ukuran sedang--,"Bersihkan tongkol yang sudah di iris. Goreng sampai matang.--Potong dadu tahu (ukuran kecil), goreng hingga kering.--Tumis bumbu yang sudah dihaluskan hingga wangi, masukkan daun jeruk, gula dan garam. Masukan air secukupnya.--Masukkan tongkol & tahu yang sudah digoreng. diamkan hingga mendidih & bumbu meresap.--Sajikan dan siap dihidangkan. 😉--",1,/id/resep/4472474-balado-tongkol-tahu,,https://img-global.cpcdn.com/recipes/33db4c3815aaeb02/680x482cq70/balado-tongkol-tahu-foto-resep-utama.jpg
343,Nugget Tahu Ekonomis Anti Gagal,"5 buah tahu(1kg an) sy: sekitar 700g--1 butir telur--4 siung bawang putih, haluskan--1/2 bks ladaku--Secukupnya garam(sy: garam di skip)--2 bks royco sapi(sy: 1 bks)--2 buah wortel,kupas kulitnya, lalu parut--1 btg daun bawang, iris halus--Bahan pelapis:--Secukupnya telur, kocok lepas--Secukupnya tepung roti/panir/bread crumb--","Cuci tahu dan tiriskan. Agar saat digoreng tidak rapuh atau nyemek.--Haluskan tahu, lalu beri semua bumbu kecuali bahan pelapis. Aduk rata.(bisa koreksi rasa ketika telur belum ditambahkan, garam bisa disesuaikan karna setiap tahu ada yg asin dan tawar)--Oles cetakan dengan minyak sayur. Masukkan adonan tahu lalu kukus selama 35 menit atau sampai matang. Tutup kukusan dilapisi serbet agar air tidak menetes.--Setelah matang tunggu hingga dingin.--Setelah dingin potong2. Siapkan bahan pelapis. Celupkan ke telur lalu ke tepung roti lakukan sampai habis. Nugget bisa langsung digoreng atau disimpan di frezzer. Sebaiknya menyimpan nugget tidak ditumpuk apabila ditumpuk alasi dengan kertas minyak/kertas roti agar tidak lengket.--Goreng di api sedang. Lakukan satu balikan bila satu sisi sudah kering. Agar tidak menyerap banyak minyak.--Sajikan hangat dengan saus sambal😄. Lebih enak lagi bila ditambah keju dan kornet😍. Next time dicoba pakai keduanya😊.--",9,/id/resep/4448501-nugget-tahu-ekonomis-anti-gagal,Source Vina Septiana,https://img-global.cpcdn.com/recipes/4c67c5bb47d53b6d/680x482cq70/nugget-tahu-ekonomis-anti-gagal-foto-resep-utama.jpg
344,Sop daging sapi rempah,1/2 kg daging sapi--2 buah kentang ukuran sedang--4 buah wortel ukuran sedang--8 buah buncis--secukupnya Kol--3 batang seledri--1 batang daun bawang--2 sdm garam--1/2 sdt gula--1 bks royco ayam--Bawang goreng untuk taburan--Bumbu yang dihaluskan:--8 siung bawang putih--1 sdm lada putih--1/2 sdt jintan--Bumbu tambahan:--5 cengkeh (buang ujungnya)--3 kapulaga--1 batang kayu manis--3 pekka--4 lembar daun salam (diremas)--3 lembar daun jeruk (diremas)--3 batang serai (memarkan)--1 ruas lengkuas (geprek)--2 ruas jahe (geprek)--,"Cuci bersih daging yg sudah di potong dadu kemudian taburkan garam dan remas"".--Didihkan air untuk merebus daging, rebus sampai ½ matang, jika sudah angkat dah buang airnya.--Rebus kembali air di panci tnggu hingga mendidih. Masukkan kembali daging, bumbu halus dan bumbu tambahan lainnya. Tak lupa garam, gula dan royco. Tutup panci hingga daging empuk--Masukkan wortel dan kentang tunggu hingga ½ matang, kemudian masukkan buncis seledri dan daun bawang aduk rata dan tnggu sampai semua sayuran matang. Jika sudah masukkan kol aduk sebentar tes rasa dan matikan api.--Taburi dengan bawang goreng--Sop daging rempah siap dihidangkan.--",6,/id/resep/4450302-sop-daging-sapi-rempah,,https://img-global.cpcdn.com/recipes/c6df7fb11efda301/680x482cq70/sop-daging-sapi-rempah-foto-resep-utama.jpg
345,Telur dadar sawi tauge,3 butir telur--3 siung bawang merah iris--semangkuk taoge--2 bonggol sawi--1 lembar daun bawang iris--3 biji cabe rawit iris--2 sdm kecap manis--secukupmya garam lada bubuk--Kaldu bubuk/opsional--,Siapkan Bahan. dadar telor lalu iris memanjang--Panaskan sedikit minyak tumis bawang dan cabe hingga harum--Masukan telur beri sedikit air matang tambahkan kecap lada garam kaldu bubuk--Segera setelah mendidih masukan irisan daun bawang sawi dan toge. besarkan api masak sebentar hingga layu àngkat--Simpel enak dan bergizi 😍--,8,/id/resep/4469625-telur-dadar-sawi-tauge,"source DapurVy
resep ini hits bgt simple tp enak jagan kematangan biar togenya masih krenyus2 digigit. sy tambahkan sawi sendok/pokcoy biar ramai😆
",https://img-global.cpcdn.com/recipes/e869e60eb07c0270/680x482cq70/telur-dadar-sawi-tauge-foto-resep-utama.jpg
346,Pepes kakap fillet,1/4 kakap fillet--2/3 butir kelapa muda parut--5 Bj cabe rawit merah/setan--4 bj cabe keriting di potong potong--5 Bj bawang merah--4 siung bawang putih--5 butir kemiri--secukupnya Garam--secukupnya Gula pasir--sesuai selera Penyedap rasa--Daun salam--Lengkuas iris tipis tipis--Daun pisang untuk membungkus--,"Haluskan cabe rawit merah, bawang merah, bawang putih, kemiri, gula pasir dan garam, tambahkan sedikit penyedap rasa.--Campurkan bumbu halus, kelapa muda parut dan potongan cabe keriting lalu aduk hingga rata--Kemudian masukkan kakap fillet ke dalam campuran bumbu tadi, lalu aduk aduk sampe rata--Setelah itu siapkan daun pisang, taruh potongan daun salam dan lengkuas lalu taruh kakap fillet yang sudah tercampur bumbu diatasnya. Lalu gulung membentuk seperti lontong--Setelah semua terbungkus, lalu di kukus kira kira 30 menit--Setelah matang kemudian di bakar.--Pepes siap di hidangkan--Selamat mencoba dan terima kasih.--",3,/id/resep/4466325-pepes-kakap-fillet,,https://img-global.cpcdn.com/recipes/48061cc268eafbb6/680x482cq70/pepes-kakap-fillet-foto-resep-utama.jpg
347,Tumis Toge Tempe Kecap,1 papan Tempe--150 gr Tauge--2 siung Bawang Merah--2 siung Bawang Putih--3 cabe rawit/sesuai selera--sesuai selera kecap--Merica (Bisa Skip)--,"Cuci bersih tauge, buang buntutnya, sisihkan--Potong tempe sesuai selera lalu goreng, tiriskan--Geprek bawang putih iris, iris jg bawang merah dan cabe--Tumis bumbu sampe harum, masukkan tempe lalu kecap jika kecap dirasa sudah meresap masukkan tauge--Masukkan garam, gula sesuai selera, tes rasa. sajikan 🤗--",2,/id/resep/4467615-tumis-toge-tempe-kecap,"biasanya sih temennya sih Toge ini Tahu ya 😝 tapi krna pada gak suka Tahu jadi ganti Tempe hehe krispi2 enyakk dr Toge nya, Love it pokoknya hehe",https://img-global.cpcdn.com/recipes/19a4a9dc794e423d/680x482cq70/tumis-toge-tempe-kecap-foto-resep-utama.jpg
348,Pangsit Goreng Isi Bihun Telur,1 bidang bihun--secukupnya Kubis--3 tangkai seledri--1 buah wortel--1 butir telur--5 butir bawang merah--3 butir bawang putih--secukupnya Saos tiram--secukupnya Kecap--secukupnya Garam--Kulit pangsit--,"Potong wortel kecil-kecil, dan rebus sampai matang. Angkat, tiriskan.--Telur digoreng orak arik, tambahkan garam agar lebih berasa.--Haluskan bawang merah dan putih, tumis. Tambahkan bihun yang sudah direbus, wortel, kubis, seledri, telur orak arik. Tambahkan juga saos tiram dan kecap.--Rasakan, jika rasa kurang kuat, tambahkan garam atau penyedap rasa. Jika sudah selesai, angkat dan sisihkan.--Ambil kulit pangsit, isikan isian yang sudah masak kedalamnya. Goreng, dan tiriskan.--",0,/id/resep/4471922-pangsit-goreng-isi-bihun-telur,"Ada kulit pangsit, mau bikin siomay tapi nggak ada udang sama ayam, jadideh pangsit goreng isi bihun plus telur.",https://img-global.cpcdn.com/recipes/6c014c76b9551f03/680x482cq70/pangsit-goreng-isi-bihun-telur-foto-resep-utama.jpg
349,"Tahu Aci ala""","10 potong Tahu kuning (potong sesuai selera)--200 gram Tepung sagu (aci)--50 gram Tepung terigu--Secukupnya daun bawang (iris)--5 siung bawang putih (ulek)--Secukupnya ketumbar bubuk--Garam (penyedap rasa)--Air mendidih (kira"" aja)--","Rebus air + bawang putih ulek--Campur semua tepung + daun bawang iris dalam baskom--Tuang air mendidih kdalam campuran tepung sedikit demi sedikit sampai adonan bisa dpulung lalu tambahkan ketahu yg sudah dptong""--Goreng hingga kuning keemasan--Sajikan hangat + sambal kecap 😂--",2,/id/resep/4469385-tahu-aci-ala,"Musim hujan bawaanny pengen ngemil terus, udek"" dapur alhasil jadilah tahu aci ini 😂 ( perdana upload ) ",https://img-global.cpcdn.com/recipes/a66bf38ce311ec66/680x482cq70/tahu-aci-ala-foto-resep-utama.jpg
